serv no,wmc,dit,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,amc
3671,0.090727,0.144945,0.199985,0.117851,0.222287,0.233287,0.277482,0.081585,0.549113,0.135994,0,0,0,0.464922,0.072681
3676,0.08261,0.119488,0.277996,0.084935,0.16504,0.405516,0.377082,0.081256,0.342147,0.074164,0,0,0,0.229297,0.058393
3691,0.088174,0.106387,0.368113,0.106728,0.200783,0.08567,0.383245,0.085975,0.646726,0.093816,0,0,0,0.14365,0.056711
3692,0.131664,0.256963,0.391397,0.164873,0.448549,0.357723,0.589758,0.138346,0.493199,0.151474,0.195788,0.356979605,0.318764,0.393785,0.233875
3708,0.15296,0.106387,0.226355,0.132277,0.289693,0.227935,0.363616,0.153797,0.403814,0.126013,0,0.043891372,0,0.593879,0.070066
3714,0.054891,0.167548,0.263213,0.08059,0.128482,0,0.175328,0.046358,0.679782,0.114521,0,0,0,0.198256,0.065246
3753,0.155899,0.181228,0.146568,0.126633,0.320117,0.094282,0.172835,0.161496,0.316197,0.128337,0,0.344315085,0,0.496731,0.064048
3754,0.111995,0.236416,0.077064,0.085929,0.180051,0.151174,0.113626,0.118733,0.419631,0.098093,0,0,0,0.326029,0.077482
3755,0.273944,0.230778,0.404322,0.253712,0.548036,0.313171,0.642562,0.285816,0.000443,0.233463,0.266434,0.657426459,0.253165,0.975691,0.416401
3756,0.049896,0.344366,0.067711,0.054098,0.040814,0.15053,0.100743,0.050045,0.402368,0.089118,0.218168,0.312751515,0.537066,0.596236,0.207964
3757,0.285092,0.144945,0.399464,0.278537,0.617806,0.395695,0.605082,0.291587,0.404512,0.271788,0.145344,0.639561716,0.493252,0.300621,0.328216
3758,0.119275,0.236416,0.072764,0.098401,0.222869,0.163024,0.113626,0.114394,0.567791,0.138544,0,0,0,0.479091,0.083479
3759,0.160729,0.034825,0.422317,0.194171,0.373434,0.29647,0.67358,0.160616,0.435479,0.134787,0,0,0,0.482743,0.040003
3760,0.095613,0.275569,0.113266,0.080915,0.169696,0.120029,0.236454,0.097566,0.416699,0.103723,0.153613,0.251453644,0.537066,0.689495,0.170849
3761,0.084191,0.236416,0.072764,0.076819,0.129153,0.163024,0.113626,0.076446,0.474473,0.114718,0,0,0,0.34911,0.082773
3764,0.169793,0.220157,0.289108,0.164189,0.386387,0.177887,0.489072,0.177495,0.222504,0.130797,0.114902,0.200396901,0.423157,0.824873,0.157407
3770,0.100285,0.236416,0.120622,0.11431,0.177529,0,0.098147,0.076453,0.569006,0.2081,0,0,0,0.288332,0.093165
3774,0.063283,0.051574,0.539575,0.093921,0.234137,0.244746,0.63308,0.063232,0.077485,0.036032,0,0,0,0.164966,0.032111
3775,0.039017,0.112623,0.404573,0.027423,0.106082,0,0.228236,0.040379,0.152931,0.019126,0,0,0,0.182878,0.041652
3776,0.090821,0.027625,0.669144,0.132399,0.343267,0.294779,0.790569,0.090833,0,0.056039,0,0,0,0.16214,0.022082
3777,0.162617,0.290927,0.029708,0.118319,0.178325,0,0.028838,0.171185,0.278927,0.135074,0,0,0,1,0.094573
3778,0.029048,0.144945,0.317364,0.016376,0.081978,0,0.197833,0.030236,0.217261,0.01709,0,0,0,0.108872,0.052036
3779,0.014728,0.112623,0.404573,0.014703,0.041807,0,0.228236,0.015278,0.164927,0,0,0,0,0.080038,0.041835
3780,0.015916,0.167548,0.263213,0.008383,0.033841,0,0.175328,0.016001,0.262793,0.015614,0,0,0,0.131932,0.059428
3797,0.168376,0.511948,0.333678,0.17993,0.525823,0.199342,0.537456,0.186851,0.181378,0.170327,0.579542,0.348220094,0.701218,0.812492,0.238572
3800,0.145553,0.5209,0.198924,0.151715,0.332826,0.195438,0.328349,0.14792,0.416016,0.181761,0.389917,0.272279581,0.911194,0.817237,0.101229
3838,0.250562,0.013935,0.871217,0.360509,0.870242,0,0.315263,0.246756,0.126708,0.213858,0,0,0,0,0.012112
3841,0.073403,0.742491,0.036102,0.084588,0.099124,0,0.027556,0.055462,0.589973,0.149665,0,0,0.146805,0.36222,0.079414
3842,0.027062,0.433006,0.030397,0.013623,0.082296,0.07724,0,0.021519,0.453285,0.045568,0,0,0.146805,0.285339,0.046599
3848,0.294646,0,0.604493,0.359739,0.920342,0.181265,0.921168,0.293916,0.134469,0.195267,0,0.189672704,0,0.484146,0.065933
3849,0.181162,0.127079,0.212691,0.161928,0.348036,0.193539,0.350721,0.180822,0.395999,0.157866,0,0,0,0.502295,0.070966
3880,0.068175,0.261423,0.075782,0.077076,0.05367,0,0.06661,0.061366,0.508506,0.100082,0,0,0,0.330061,0.073856
3881,0.054301,0.261423,0.075782,0.072295,0.028355,0,0.06661,0.044038,0.433275,0.103777,0,0,0,0.317937,0.071664
3913,0.08121,0.290927,0.029708,0.09703,0.064467,0,0.028838,0.071227,0.602057,0.144679,0,0,0,0.24739,0.082513
3914,0.059012,0.155548,0.202585,0.0921,0.196587,0.408209,0.283219,0.047854,0.488605,0.096478,0,0,0,0.376806,0.070341
3934,0.15746,0.074875,0.529548,0.210575,0.416647,0,0.261887,0.150017,0.825582,0.176971,0,0,0,0.243445,0.035717
3950,0.252145,1,0.474472,0.247053,0.50464,0.014738,0.172533,0.249102,0.687614,0.35937,0,0,0.046586,0.182872,0.059863
3987,0.142124,0.08628,0.275509,0.169531,0.351063,0.151174,0.434714,0.13716,0.490337,0.156451,0,0,0,0.411731,0.065847
4030,0.374732,0.215153,0.106848,0.314867,0.417332,0.15053,0.155993,0.383169,0.41447,0.313703,0,0,0,0.86764,0.081144
4048,0.103765,0.167548,0.147427,0.102945,0.211051,0.167909,0.224039,0.100616,0.48986,0.110289,0,0,0,0.43654,0.072956
4096,0.066784,0.090697,0.473153,0.06051,0.130596,0,0.247961,0.067872,0.172209,0.046823,0,0,0,0.323871,0.035217
4100,0.087889,0.127079,0.193801,0.118236,0.331452,0.19438,0.298085,0.079161,0.623936,0.107733,0,0,0,0.226364,0.075856
4101,0.087889,0.127079,0.193801,0.118236,0.331452,0.19438,0.298085,0.079161,0.623936,0.107733,0,0,0,0.226364,0.075856
4200,0.185846,0.037281,0.703537,0.275489,0.71327,0,0.294567,0.180185,0.303643,0.172891,0,0,0,0.016414,0.020086
4220,0.174362,0.236416,0.120622,0.128144,0.133281,0,0.098147,0.177973,0.186444,0.182713,0,0,0,0.232666,0.093124
4334,0.092735,0.261423,0.05317,0.103633,0.123002,0.188656,0.073245,0.071326,0.512157,0.172335,0,0,0,0.470259,0.084847
4342,0.056424,0.167548,0.263213,0.094417,0.240356,0,0.175328,0.0446,1,0.133131,0,0,0,0.171231,0.064352
4343,0.042545,0.181228,0.177628,0.071563,0.144325,0.139603,0.227028,0.032508,0.757427,0.107535,0,0,0,0.254186,0.067574
4344,0.068505,0.363858,0.031265,0.067415,0.080242,0.151174,0.058443,0.07022,0.451016,0.090847,0.348544,0.23104906,0.537066,0.392351,0.095663
4345,0.084645,0.155548,0.152041,0.080468,0.170641,0.194066,0.234795,0.080132,0.456713,0.087002,0,0,0,0.500227,0.075443
4369,0.09007,0.236416,0.120622,0.11431,0.177529,0,0.098147,0.067686,0.75973,0.215836,0,0,0,0.241519,0.091492
4370,0.09007,0.236416,0.120622,0.11431,0.177529,0,0.098147,0.067686,0.75973,0.215836,0,0,0,0.241519,0.091492
4371,0.107039,0.290927,0.029708,0.132954,0.176341,0,0.028838,0.078972,0.736873,0.231825,0,0,0,0.324512,0.100948
4380,0.135944,0.016464,0.499827,0.187019,0.463603,0.478194,0.788974,0.135801,0.151409,0.099536,0,0.010068441,0,0.494539,0.031763
4412,0.144163,0.181228,0.095451,0.118916,0.331233,0.192321,0.183862,0.141146,0.644938,0.149011,0,0,0,0.223393,0.07973
4434,0.109258,0.106387,0.23,0.140934,0.375009,0.194514,0.352977,0.102487,0.587788,0.115061,0,0,0,0.206844,0.076278
4457,0.098562,0.135516,0.226469,0.103037,0.248996,0.311932,0.344794,0.09708,0.364326,0.09782,0,0,0,0.186523,0.049023
4458,0.195988,0.046104,0.41752,0.222279,0.428824,0.355809,0.61404,0.193878,0.357295,0.175531,0,0.068709614,0,0.398415,0.058489
4472,0.135896,0.337955,0.216428,0.153805,0.208068,0.169572,0.279405,0.124122,0.595337,0.226818,0.653358,0.295694887,0.493252,0.693552,0.174082
4480,0.223882,0.06293,0.577388,0.282144,0.501977,0,0.272292,0.21555,0.843595,0.261075,0,0,0,0.343467,0.033996
4491,0.147382,0.02949,0.578923,0.194633,0.46718,0.152374,0.669002,0.145126,0.167139,0.108156,0,0,0,0.160737,0.053011
4508,0.256265,0.055733,0.373265,0.260409,0.456257,0.187174,0.546797,0.25459,0.459022,0.254564,0,0,0,0.71803,0.068865
4516,0.092735,0.261423,0.05317,0.103633,0.123002,0.188656,0.073245,0.071326,0.512157,0.172335,0,0,0,0.470259,0.084847
4532,0.138783,0.196946,0.26098,0.169489,0.335408,0.163816,0.360113,0.132402,0.701736,0.192674,0.06413,0.134361601,0.537066,0.364541,0.124999
4543,0.098346,0.167548,0.193468,0.130021,0.243647,0.228757,0.260116,0.083273,0.707816,0.160261,0,0,0,0.290608,0.078109
4545,0.134888,0.044456,0.362071,0.140125,0.219957,0.51684,0.596945,0.1354,0.259821,0.104155,0,0.015821905,0,0.394789,0.043535
4548,0.06218,0.144945,0.317364,0.090601,0.172419,0,0.197833,0.055658,0.740212,0.107746,0,0,0,0.176035,0.057327
4568,0.125231,0.236416,0.083159,0.117045,0.105623,0.176223,0.118417,0.112294,0.414802,0.180448,0,0,0,0.262599,0.091435
4572,0.113486,0.196946,0.198797,0.108187,0.209726,0,0.144121,0.110685,0.635951,0.145945,0,0,0,0.173854,0.074596
4584,0.228027,0.008008,0.816192,0.255167,0.426295,0.093338,0.802143,0.227947,0.139354,0.197924,0,0,0,0.259932,0.01398
4605,0.105721,0.167548,0.263213,0.093619,0.269751,0,0.175328,0.10493,0.727979,0.124497,0,0,0,0.160256,0.062561
4607,0.157318,0.261423,0.05317,0.126529,0.24474,0.188656,0.073245,0.158008,0.65721,0.175137,0,0,0,0.269379,0.091247
4612,0.101937,0.181228,0.177628,0.092592,0.168765,0.139603,0.227028,0.097441,0.596622,0.131354,0,0,0,0.295488,0.081268
4617,0.138518,0.119488,0.187633,0.162199,0.358088,0.193634,0.318782,0.128432,0.562595,0.161368,0,0,0,0.230112,0.08156
4622,0.167876,0.042886,0.67238,0.219556,0.475292,0,0.289686,0.167035,0.69527,0.151391,0,0,0,0.316433,0.02239
4624,0.10041,0.236416,0.120622,0.078224,0.176632,0,0.098147,0.105217,0.545996,0.104653,0,0,0,0.188295,0.078725
4637,0.052744,0.144945,0.317364,0.085262,0.202973,0,0.197833,0.045943,0.787672,0.097933,0,0,0,0.12584,0.055796
4640,0.092735,0.261423,0.05317,0.103633,0.123002,0.188656,0.073245,0.071326,0.512157,0.172335,0,0,0,0.294275,0.084847
4647,0.072068,0.167548,0.263213,0.066003,0.163476,0,0.175328,0.070774,0.634983,0.089565,0,0,0,0.284313,0.061958
4650,0.255477,0.167548,0.281785,0.233745,0.442727,0.341338,0.435082,0.259505,0.441662,0.220557,0.04984,0.169203163,0.537066,0.841565,0.113108
4664,0.287011,0.002151,0.641831,0.365502,0.905632,0.194643,1,0.284521,0.100091,0.206499,0,0,0,0.199273,0.067067
4673,0.092735,0.261423,0.05317,0.103633,0.123002,0.188656,0.073245,0.071326,0.512157,0.172335,0,0,0,0.470259,0.084847
4680,0.22329,0.155548,0.152041,0.164915,0.281301,0.194066,0.234795,0.227254,0.424899,0.175954,0,0,0,0.207777,0.074461
4708,0.236525,0.261423,0.05317,0.171256,0.307091,0.188656,0.073245,0.24379,0.442981,0.201541,0,0,0,0.610751,0.083252
4713,0.088844,0.095487,0.404026,0.123021,0.306674,0.077948,0.406752,0.085911,0.62626,0.095544,0,0,0,0.121808,0.051808
4717,0.071574,0.090697,0.23164,0.089216,0.185246,0.323133,0.410415,0.070599,0.373172,0.058354,0,0,0,0.499254,0.057453
4728,0.222218,0.008008,0.492276,0.257849,0.50827,0.043624,0.588429,0.222113,0.027123,0.191053,0,0.516634398,0,0.427824,0.016042
4733,0.136641,0.261423,0.05317,0.143958,0.146594,0.188656,0.073245,0.107354,0.406428,0.241532,0,0,0,0.28251,0.093696
4737,0.131588,0.08628,0.395747,0.163553,0.337186,0.121098,0.417632,0.128504,0.733637,0.13742,0,0,0,0.321073,0.061189
4765,0.09937,0.090697,0.473153,0.156589,0.454412,0,0.247961,0.09448,0.815036,0.121827,0,0,0,0.086875,0.038163
4770,0.272626,0.236416,0.120622,0.213857,0.411101,0,0.098147,0.287648,0.689657,0.241933,0,0,0,0.190867,0.080284
4779,0.092009,0.236416,0.120622,0.086488,0.218332,0,0.098147,0.085353,0.764445,0.148642,0,0,0,0.167675,0.084816
4796,0.176442,0.08628,0.294542,0.164996,0.409713,0.255051,0.429081,0.176849,0.301636,0.141782,0,0.039755403,0,0.460821,0.066696
4798,0.060565,0.215153,0.106848,0.071831,0.126047,0.276301,0.155993,0.048391,0.588182,0.119841,0,0,0,0.319649,0.083639
4816,0.234627,0.068513,0.344488,0.230332,0.434329,0.23145,0.498651,0.234505,0.43008,0.231535,0,0.036249671,0,0.289202,0.052975
4832,0.143038,0.012138,0.533934,0.199021,0.512573,0.503001,0.825677,0.142854,0.131292,0.104255,0,0.017223853,0,0.496231,0.032379
4847,0.103231,0.225362,0.179354,0.081159,0.192675,0.116063,0.356715,0.109439,0.523636,0.086813,0.055213,0.114889668,0.537066,0.346576,0.120506
4867,0.04941,0.236416,0.120622,0.071469,0.117162,0,0.098147,0.03432,0.696551,0.1398,0,0,0,0.239588,0.084705
4878,0.159151,0.123185,0.258679,0.180153,0.406009,0.286775,0.460533,0.157568,0.268436,0.137344,0.053337,0.152859352,0.537066,0.733989,0.11448
4903,0.09503,0.290927,0.029708,0.115957,0.116186,0,0.028838,0.072705,0.580359,0.201726,0,0,0,0.311019,0.099382
4907,0.183688,0.100698,0.440697,0.219605,0.335403,0,0.239037,0.176625,0.712481,0.242211,0,0,0,0.218589,0.048659
4910,0.148937,0.012138,0.888013,0.228874,0.66255,0,0.316899,0.148545,0.130089,0.106119,0,0,0,0.102369,0.010988
4924,0.179108,0.02854,0.457872,0.214346,0.524434,0.194637,0.708668,0.178561,0.186148,0.118702,0,0,0,0.46568,0.067573
4940,0.107564,0.196946,0.198797,0.132801,0.154929,0,0.144121,0.091647,0.672996,0.192483,0,0,0,0.430751,0.082782
4942,0.063737,0.135516,0.239744,0.080024,0.181464,0.163024,0.29129,0.060314,0.530873,0.081257,0,0,0,0.329153,0.06295
4948,0,0.381817,0,0,0,0,0,0,0.5574,0.133618,0,0,0,0.168599,0
4955,0.157582,0.042886,0.67238,0.165688,0.274698,0,0.289686,0.158127,0.362318,0.134906,0,0,0,0.522677,0.021139
4956,0.202254,0.00939,0.552172,0.264807,0.638565,0.492187,0.817284,0.201104,0.0401,0.197081,0,0.369527126,0,0.394289,0.036696
4962,0.081079,0.215153,0.161648,0.108876,0.156886,0,0.123527,0.062787,0.664539,0.157905,0,0,0,0.175034,0.07421
4965,0.107437,0.167548,0.162514,0.128715,0.23403,0.182736,0.219358,0.092437,0.656532,0.176801,0,0,0,0.2317,0.086836
4968,0.219417,0.046104,0.390472,0.272871,0.633983,0.201949,0.618522,0.214082,0.571908,0.243472,0,0,0,0.461349,0.0692
4969,0.096099,0.290927,0.029708,0.108175,0.094363,0,0.028838,0.079287,0.542944,0.184701,0,0,0,0.306363,0.098732
4974,0.485631,0.215153,0.106848,0.452527,0.48187,0.276301,0.155993,0.492969,0.544472,0.438588,0,0,0,0.520848,0.076007
4985,0.110286,0.071587,0.393713,0.131734,0.267206,0.212324,0.494103,0.109484,0.450084,0.091079,0,0,0,0.495682,0.058295
5001,0.267041,0.062474,1,0.348557,0.778069,0.038342,0.817618,0.265518,0.405584,0.218926,0,0,0.146805,0.276746,0.027161
5010,0.212627,0.290927,0.029708,0.156912,0.259687,0,0.028838,0.233634,0.561963,0.172396,0,0,0,0.247947,0.081217
5027,0.124974,0.144945,0.317364,0.155477,0.240596,0,0.197833,0.113576,0.78926,0.210156,0,0,0,0.252366,0.063661
5028,0.157341,0.601907,0.183195,0.111596,0.358677,0.148068,0.244885,0.154452,0.454521,0.179168,0,0,0.091169,0.369962,0.067379
5031,0.196932,0.074875,0.251854,0.180153,0.389646,0.168092,0.431803,0.19801,0.128496,0.162132,0,0.046221971,0,0.746049,0.056693
5035,0.103715,0.196946,0.103831,0.110719,0.230055,0.193138,0.160346,0.095232,0.622131,0.136427,0,0,0,0.501835,0.078453
5041,0.09007,0.236416,0.120622,0.11431,0.177529,0,0.098147,0.067686,0.75973,0.215836,0,0,0,0.241519,0.091492
5042,0.062697,0.236416,0.120622,0.092398,0.192119,0,0.098147,0.042265,0.932149,0.176766,0,0,0,0.253974,0.086425
5079,0.084216,0.135516,0.192283,0.092499,0.209554,0.216843,0.275574,0.081301,0.325026,0.086606,0,0.048727503,0,0.307696,0.064065
5095,0.180117,0.090697,0.379295,0.209667,0.336688,0.125306,0.405455,0.175615,0.745102,0.210902,0,0,0,0.325389,0.057797
5101,0.137192,0.106387,0.218541,0.125388,0.280097,0.258683,0.336801,0.137013,0.237467,0.111506,0,0.058891518,0,0.626828,0.066914
5111,0.054301,0.261423,0.075782,0.072295,0.028355,0,0.06661,0.044038,0.433275,0.103777,0,0,0,0.317937,0.071664
5112,0.086311,0.215153,0.161648,0.114472,0.15678,0,0.123527,0.06848,0.723911,0.165781,0,0,0,0.170313,0.075938
5127,0.095822,0.082193,0.313361,0.128163,0.296908,0.271985,0.462099,0.091907,0.288545,0.106593,0,0,0,0.437318,0.05605
5128,0.121268,0.095487,0.261617,0.116378,0.237211,0.183825,0.411569,0.120783,0.195714,0.098638,0,0,0,0.796601,0.064215
5129,0.159403,0.071587,0.340421,0.171931,0.343307,0.14815,0.50016,0.156791,0.325461,0.142686,0,0.265134022,0,0.55541,0.066861
5149,0.07674,0.167548,0.263213,0.105274,0.229952,0,0.175328,0.066226,0.737215,0.128846,0,0,0,0.122995,0.063628
5173,0.172587,0.060388,0.37829,0.227667,0.544069,0.226097,0.548423,0.165987,0.574776,0.204819,0,0,0,0.356283,0.063451
5196,0.175875,0.02949,0.463604,0.20365,0.412089,0.260714,0.667994,0.175767,0.282346,0.135585,0,0.03326892,0,0.511548,0.057855
5208,0.074227,0.225362,0.169843,0.090078,0.194219,0.322256,0.298888,0.071654,0.30998,0.081038,0.139239,0.174416048,0.537066,0.470515,0.083788
5210,0.203776,0.014414,0.527223,0.241687,0.510683,0.551198,0.817073,0.203732,0.152867,0.1719,0,0,0,0.425194,0.026225
5236,0.162841,0.074875,0.330576,0.173829,0.383013,0.307,0.480652,0.162024,0.538907,0.143426,0,0,0,0.370779,0.065056
5243,0.241108,0.011305,0.498862,0.290205,0.639588,0.436081,0.81003,0.239387,0.20481,0.194766,0,0.076578023,0,0.608203,0.056314
5248,0.209303,0.095487,0.254473,0.188453,0.315162,0.221506,0.391208,0.21162,0.283215,0.184112,0,0,0,0.427391,0.043511
5250,0.090021,0.261423,0.05317,0.107107,0.107803,0.188656,0.073245,0.070684,0.509939,0.148503,0,0,0,0.450442,0.071563
5254,0.157868,0.286411,0.272062,0.165871,0.433029,0.374646,0.450121,0.168734,0.22528,0.433835,0.439397,1.36413308,0.282397,0.73311,1.162312
5260,0.076163,0.135516,0.283877,0.101862,0.218478,0.106586,0.321462,0.070402,0.502028,0.111707,0,0,0,0.226299,0.056741
5261,0.167067,0.082193,0.625236,0.212996,0.538079,0.149359,0.775865,0.168182,0.089128,0.154725,0.028338,0.196455521,0.493252,0.512372,0.084873
5271,0.067502,0.236416,0.120622,0.105093,0.194166,0,0.098147,0.045683,0.845774,0.164181,0,0,0,0.189331,0.082345
5383,0.155218,0.196946,0.198797,0.117985,0.105114,0,0.144121,0.156707,0.195583,0.171283,0,0,0,0.205459,0.081008
5384,0.144647,0.074875,0.378267,0.192203,0.463391,0.166275,0.450365,0.136911,0.577511,0.151564,0,0,0,0.234532,0.067362
5385,0.120887,0.095487,0.326864,0.164368,0.403201,0.163024,0.385924,0.111615,0.570355,0.14105,0,0,0,0.244074,0.06879
5386,0.120887,0.095487,0.326864,0.164368,0.403201,0.163024,0.385924,0.111615,0.570355,0.14105,0,0,0,0.244074,0.06879
5388,0.120887,0.095487,0.326864,0.164368,0.403201,0.163024,0.385924,0.111615,0.570355,0.14105,0,0,0,0.244074,0.06879
5394,0.058067,0.215153,0.106848,0.075322,0.134621,0.276301,0.155993,0.043702,0.610719,0.126723,0,0,0,0.486202,0.083991
5415,0.089875,0.379056,0.157996,0.076786,0.094595,0.110864,0.243092,0.101134,0.321507,0.101843,0.354523,0.197402213,0.364747,0.95196,0.238164
5422,0.096137,0.290927,0.029708,0.090277,0.088227,0,0.028838,0.089702,0.366672,0.145128,0,0,0,0.642221,0.096582
5423,0.051336,0.236416,0.120622,0.070649,0.096266,0,0.098147,0.041273,0.585063,0.109623,0,0,0,0.186581,0.079758
5535,0.062697,0.236416,0.120622,0.092398,0.192119,0,0.098147,0.042265,0.932149,0.176766,0,0,0,0.169556,0.086425
5536,0.073559,0.100698,0.440697,0.12084,0.337176,0,0.239037,0.06923,0.685053,0.093842,0,0,0,0.093298,0.040942
5564,0.104858,0.167548,0.263213,0.142449,0.23765,0,0.175328,0.088387,0.803243,0.190912,0,0,0,0.326082,0.071745
5571,0.107039,0.290927,0.029708,0.132954,0.176341,0,0.028838,0.078972,0.736873,0.231825,0,0,0,0.324512,0.100948
